;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;PHP;MySQL;CSS;JavaScript;HTML;HTML5;jQuery;1С-Битрикс;Git;CSS3;Другие навыки
71;10;33939926;Веб-программист;Новосибирск;2;2;Дата Ист;0.0;"  Мы реализуем высокотехнологичные проекты в сфере геоинформационных систем - от мобильных картографических приложений до систем управления геоданными на корпоративном уровне. Программные продукты, информационные системы и решения нашей компании применяются в управлении территориями и природными ресурсами, геологии и геофизике, добыче нефти и газа, управлении городским хозяйством, земельном кадастре, транспортной логистике, в сельском и лесном хозяйстве и многих других сферах деятельности.   Обязанности  разработка статических и динамических веб-приложений на JS/HTML5/CSS3 по принципам SPA и CMS с использованием ГИС.    Требования    уверенные знания HTML5 и CSS3, принципы и приемы responsive-верстки; уверенные знания JavaScript; знание одного или нескольких современных JS-фреймворков; английский язык на уровне чтения технической документации (intermediate).    Условия  работа в команде; 8-часовой рабочий день (начало рабочего дня гибкое, до 10:00); испытательный срок - 1 месяц; официальное трудоустройство, льготы и гарантии по трудовому кодексу, «белая» заработная плата; предоставление отпусков в удобное время (28 дней в год); бесплатная медицинская страховка, которая включает ведущие клиники Новосибирска: ЦНМТ, Академмедикал, Медицинский центр им. Е.Н. Мешалкина, НИИТО, а также сеть Дентал Сервис; мощное железо: Intel Core i7, SSD, 16GB RAM; современный софт: в работе используем Visual Studio 2017, GIT для хранения исходного кода, YouTrack для баг-трекинга и билд-сервер с TeamCity для автоматической сборки исходного кода, ОС и office-пакеты последней линейки; компенсация стоимости занятий в бассейне; уютный и просторный офис, удобные кресла, ароматный кофе и многое-многое другое. ";;Уверенные знания HTML5 и CSS3, принципы и приемы responsive-верстки. Уверенные знания JavaScript. Знание одного или нескольких современных...;Разработка статических и динамических веб-приложений на JS/HTML5/CSS3 по принципам SPA и CMS с использованием ГИС.;"HTML5;CSS3;JavaScript;Английский язык";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1
72;65;34238572;Web-программист;Новосибирск;2;2;A2;0.06666666666666667;"Группа компаний А2 приглашает в свою команду Web-программиста. Технологии: PostgreSQL, PHP 7, Symfony 3, nginx, Docker, Rest, AngularJS, Bootstrap 3, Webpack, Git. Требования:  Опыт коммерческой разработки приложений от 2-х лет; Опыт работы с используемыми технологиями или понимание принципов их работы; Технический английский, достаточный для чтения документации.  Обязанности:  Основная задача - разработка и поддержка системы управления складами компании: добавление новых функций, доработка существующих; Оптимизация и рефакторинг.    Условия:  Официальное трудоустройство по ТК РФ; Достойная заработная плата (определяется по результатам собеседования); Совместные корпоративные мероприятия; Чай, кофе за счет компании; Офис в бизнес-центре рядом со ст. м. Гагаринская. ";"  Официальное трудоустройство по ТК РФ; Достойная заработная плата (определяется по результатам собеседования); Совместные корпоративные мероприятия; Чай, кофе за счет компании; Офис в бизнес-центре рядом со ст. м. Гагаринская. ";Опыт коммерческой разработки приложений от 2-х лет. Опыт работы с используемыми технологиями или понимание принципов их работы. ;Основная задача - разработка и поддержка системы управления складами компании: добавление новых функций, доработка существующих. Оптимизация и рефакторинг.;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
73;68;33915443;Веб-программист / PHP-разработчик;Новосибирск;2;2;Космос-Веб;0.0;"Космос-Веб — интерактивное агентство полного цикла с большим опытом сложных и ответственных проектов. Создаём корпоративные сайты и интернет-магазины, привлекаем посетителей из поисковых систем и соцсетей, внедряем сквозную аналитику и развиваем проекты. Ищем в команду талантливого разработчика, способного существенно усилить отдел разработки.   Основная задача — разработка программной части веб-сайтов (в основном на 1С-Битрикс).   Требования:  профессиональное знание PHP и МySQL; твердые знания Git, JavaScript и jQuery; приветствуется опыт работы с Zend Framework и Laravel; базовые навыки работы в консоли Unix; жажда новых знаний и постоянного профессионального роста.  Условия:  уровень з/п по результатам собеседования (оклад + премии); работа в офисе, без прямого общения с клиентами; испытательный срок до 2 месяцев; условия для карьерного роста и время на саморазвитие; демократичные взаимоотношения, оперативное принятие любых решений; классный молодой, дружный, интересный и весёлый коллектив; стабильность (более 14 лет на рынке); удобное расположение офиса; официальное трудоустройство по ТК РФ; офис на 12-ом этаже с шикарным видом на город. ";"  уровень з/п по результатам собеседования (оклад + премии); работа в офисе, без прямого общения с клиентами; испытательный срок до 2 месяцев; условия для карьерного роста и время на саморазвитие; демократичные взаимоотношения, оперативное принятие любых решений; классный молодой, дружный, интересный и весёлый коллектив; стабильность (более 14 лет на рынке); удобное расположение офиса; официальное трудоустройство по ТК РФ; офис на 12-ом этаже с шикарным видом на город. ";Профессиональное знание PHP и МySQL. Твердые знания Git, JavaScript и jQuery. Приветствуется опыт работы с Zend Framework и Laravel. ;Основная задача — разработка программной части веб-сайтов (в основном на 1С-Битрикс).;"1С-Битрикс;jQuery;MySQL;PHP5;ООП;Git";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;1
74;69;34225870;Web-программист;Новосибирск;2;2;ТД Трианон;0.06666666666666667;"Обязанности:  Создание и модификация страниц сайта.  Требования:   Знание php, Java script, c++, html, чистый Java script без frameworks;   Желательно sql,oracle   Знание алгебры в пределах школьного курса;   Аналитический склад ума, желание учиться и развиваться.   Условия:  Владение и опыт php, Java script без frameworks, css, html, sql, c++, oracle;  Знание алгебры в пределах школьного курса; Аналитический склад ума, желание учиться и развиваться. от 70 000 2. Знание алгебры в пределах школьного курса; Аналитический склад ума, желание учиться и развиваться. Знание и опыт php от 40 000 3. Работа в офисе; 4. Своевременная оплата;";"  Владение и опыт php, Java script без frameworks, css, html, sql, c++, oracle;  Знание алгебры в пределах школьного курса; Аналитический склад ума, желание учиться и развиваться. от 70 000 2. Знание алгебры в пределах школьного курса; Аналитический склад ума, желание учиться и развиваться. Знание и опыт php от 40 000 3. Работа в офисе; 4. Своевременная оплата;";Знание php, Java script, c++, html, чистый Java script без frameworks. Желательно sql,oracle. Знание алгебры в пределах школьного курса. ;Создание и модификация страниц сайта.;"HTML;CSS;PHP;SQL;phpMyAdmin;База данных: Oracle;Cистемы управления базами данных;Java";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1
75;71;33545355;Веб-программист;Новосибирск;2;2;Бизнес и Технологии;0.06666666666666667;В крупную оптовую компанию по продаже напольных покрытий в связи с расширением требуется Веб-специалист. Обязанности:  Разработка функционала, поддержка, контроль и оптимизация существующих проектов, Кастомизация шаблонов компонентов Битрикс, Самостоятельная разработка и доработка проектов (сайт) и сервисов на основе CMS 1C-Битрикс, Разработка посадочных страниц (landing page), Интегрирование сторонних модулей для улучшения работы сайта, Техническое сопровождение и доработка существующих сайтов, Оптимизация сайта с точки зрения юзабилити, Поддержка работоспособности сайта, Пополнение сайта контентом (товары, изображения, слайдеры),  Требования:  Опыт аналогичной работы Высшее образование Энергичность, ответственность, позитивность!   Условия: Трудоустройство согласно ТК, Уровень дохода обсуждается  Офис на правом берегу по линии метро. Комфортный бизнес-центр ; Трудоустройство согласно ТК, Уровень дохода обсуждается  Офис на правом берегу по линии метро. Комфортный бизнес-центр ;Опыт аналогичной работы. Высшее образование. Энергичность, ответственность, позитивность!;Разработка функционала, поддержка, контроль и оптимизация существующих проектов. Кастомизация шаблонов компонентов Битрикс. Самостоятельная разработка и доработка проектов (сайт) и сервисов...;"Пользователь ПК;Internet Marketing;Графические редакторы;Социальные сети";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
76;72;33994465;Php-программист/Web-разработчик;Новосибирск;2;2;Гигабайт;0.03333333333333333;"  Компания Гигабайт – это динамично развивающая IT компания с очень амбициозными целями. Наш уже 70 человек и мы из года в год демонстрируем высокие показатели роста. Мы одни из лидеров рынка за Уралом в своей нише. Что мы делаем:  Реализуем крупнейшие проекты внедрения систем учета и управления на базе 1С: Предприятие в регионе стоимостью миллионы, а иногда и десятки миллионов рублей Разрабатываем web системы и занимаемся маркетингом в digital среде  В нашу команду требуется веб разработчик для разработки сайтов: от простых визиток, до сложных интернет-проектов с уникальным функционалом. Мы предлагаем Вам:  Много интересных и сложных задач Участие в крупных проектах Возможность профессионального и карьерного роста Обучение и сертификацию за счет компании Интересная работа в молодой и дружной команде Официальное трудоустройство, оформление по ТК РФ; Достойная заработная плата (определяется по результатам собеседования и находится в указанных пределах) Совместные корпоративные мероприятия Чай, кофе за счет компании; Современный офис в центре Новосибирска (10 мин от Площади Ленина)    Наши требования к кандидатам:  Знание принципов ООП,PHP, MySQL Знание CSS3, HTML5, JavaScript, AJAX Адаптивная кроссбраузерная верстка Умение разбираться в чужом коде Знание 1С Битрикс, опыт работы с системами контроля версий    Обязанности:  Разработка и доработка проектов и сервисов на основе CMS 1C-Битрикс; Разработка компонент и модулей для 1C-Битрикс; Участие в архитектурном проектировании сайтов; Интеграция сайтов с различными сторонними сервисами (1С, платежные системы и пр.);    Наша компания считает основным своим капиталом именно кадровый ресурс, поэтому мы наиболее тщательно подходим к отбору кадров, их мотивации, профессиональной подготовки. Сегодня у Вас есть уникальная возможность присоединиться к нашей команде, построить карьеру, расти и развиваться вместе с компанией!";;Знание принципов ООП,PHP, MySQL. Знание CSS3, HTML5, JavaScript, AJAX. Адаптивная кроссбраузерная верстка. Умение разбираться в чужом коде. ;Разработка и доработка проектов и сервисов на основе CMS 1C-Битрикс. Разработка компонент и модулей для 1C-Битрикс. ;"PHP;HTML;MySQL;CSS;1С-Битрикс;Ajax;SQL;CMS Wordpress";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;1
77;75;34213995;Web-разработчик;Новосибирск;2;2;Айтиллект;0.0;Обязанности:  Разработка сайтов Сопровождение сайтов Разработка компонентов для 1С-Битрикс прочие работы в области WEB-разработки  Требования:  опыт работы от 1го года Базовое представление о системе 1С-Битрикс Знание PHP, CSS, jQuery  Условия:  Любые, по договоренности Зарплата по договоренности(оклад+премия). ;  Любые, по договоренности Зарплата по договоренности(оклад+премия). ;Опыт работы от 1го года. Базовое представление о системе 1С-Битрикс. Знание PHP, CSS, jQuery.;Разработка сайтов. Сопровождение сайтов. Разработка компонентов для 1С-Битрикс. Прочие работы в области WEB-разработки.;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
78;31;33943113;Web-программист/Администратор сайта;Омск;1;4;Омские Кабельные Сети;0.6;Обязанности:  администрирование и поддержание работы сайта компании разработка дополнительного функционала для сайта (при необходимости)  Вы подходите нам, если:  вы амбициозный начинающий специалист вы хотите усовершенствовать свои навыки в IT- сфере у вас есть опыт и вы умеете быстро реагировать на поставленные задачи вы готовы учиться и расти вместе с нами  Условия:  официальное трудоустройство соц.пакет  Зарплата обсуждается с кандидатом на собеседовании.;  официальное трудоустройство соц.пакет  Зарплата обсуждается с кандидатом на собеседовании.;У вас есть опыт и вы умеете быстро реагировать на поставленные задачи.;Администрирование и поддержание работы сайта компании. Разработка дополнительного функционала для сайта (при необходимости).;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
79;40;33291403;WEB программист;Омск;1;4;Информационные технологии бизнеса;0.0;"  О нас: Компания, реализующая сложные проекты. В 2019 году нам исполнилось 13 лет, и мы продолжаем успешно развиваться.   Что мы предлагаем?  Мы стабильная и растущая компания Наш бренд знает вся Сибирь и многие компании в России У нас клевая и очень интересная отрасль Гарантированный профессиональный рост и рост твоих доходов Удобный график (есть возможность неполного рабочего дня по удобному расписанию), а иногда можно работать и удаленно Толпа профессионалов с которыми всегда есть о чем поговорить и посмеяться Размер заработной платы определяется с успешным кандидатом индивидуально на собеседовании. Плюс, всегда есть возможность подработать у нас же на фрилансе ;)    Ну и по мелочи - современный офис, большая парковка, несколько кафе прямо в БЦ, рядом куча магазинов, профессиональная кофемашина и бариста, который весь день готовит для вас вкуснейший кофе, бесплатные бассейн и спортзал для сотрудников недалеко от офиса.   Что нужно будет делать?  Выполнять доработки, вносить изменения и решать другие технические задачи на сайтах клиентов Компании на основании ТЗ менеджеров проектов Создание сайтов на одной из CMS (Joomla, Wordpress, Opencart, Bitrix); Модернизация сайтов клиентов на продвижении. Работа с внутренними проектами Компании;   Отладка кода (в том числе стороннего) Участие в коллективном поиске решения сложных задач Обязательно - профессионально расти и развиваться!    Что нужно от Вас:  Опыт работы в сфере web-программирования не менее 2 лет css+html - опыт адаптивной верстки js - уметь работать с jQuery, ajax, простейшие эффекты php + mysql - умение разобраться в чужом коде, исправить, написать свой Уметь делать запросы к базе данных Знание и опыт в работе с Joomla, Bitrix, Wordpress, Drupal, OpenCart   ";;Опыт работы в сфере web-программирования не менее 2 лет. Css+html - опыт адаптивной верстки. Js - уметь работать с jQuery, ajax...;Выполнять доработки, вносить изменения и решать другие технические задачи на сайтах клиентов Компании на основании ТЗ менеджеров проектов. ;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
80;53;19336635;Веб-разработчик;Омск;1;4;Ronas IT;0.0;"Обязанности:  разработка веб-сервисов и приложений.  Требования:  опыт программирования на PHP, JavaScript; опыт использования хотя бы одного из современных фреймворков; опыт работы с базами данных, владение SQL; знание английского языка не ниже уровня чтения технической документации; желание развиваться.    Приветствуется:  опыт работы в команде; опыт использования Linux; опыт работы с системами контроля версий; опыт проектной работы; умение оценивать задачи и сроки их выполнения.  Условия:  дружеская атмосфера; интересные проекты для различных иностранных компаний; просторный офис в самом центре города, открытый 24/7; свободный рабочий график; возможность совмещать работу и учебу; полный социальный пакет; обучение английскому языку за счет компании; программа компенсации затрат на обеды; программа компенсации медицинских расходов; конкурентная заработная плата.   ";"  дружеская атмосфера; интересные проекты для различных иностранных компаний; просторный офис в самом центре города, открытый 24/7; свободный рабочий график; возможность совмещать работу и учебу; полный социальный пакет; обучение английскому языку за счет компании; программа компенсации затрат на обеды; программа компенсации медицинских расходов; конкурентная заработная плата.   ";Опыт программирования на PHP, JavaScript. Опыт использования хотя бы одного из современных фреймворков. Опыт работы с базами данных, владение SQL. ;Разработка веб-сервисов и приложений.;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
81;60;34259584;Веб-разработчик frontend;Омск;1;4;Моё дело;0.03333333333333333;"Компания Моё дело занимается разработкой одноименного облачного сервиса для комплексного ведения ​бухгалтерии. Чтобы охватить все тонкости этого процесса, мы постоянно расширяем функционал, и сейчас настал момент, когда занятых в этом деле рук в нашем офисе стало не хватать. В связи с этим мы ищем сотрудников на полную занятость, которым мы готовы доверить массу интересной и творческой работы. Что мы можем Вам предложить:  Удаленная работа, полная занятость Продуктовая разработка, sсrum, аgile Интересные задачи, требующие творческого подхода Обучение внутри компании, оплачиваемое работодателем Пятидневная рабочая неделя Оформление согласно ТК РФ Стабильный доход, возможность роста зарплаты Компенсацию за переезд Возможности карьерного и профессионального роста!  Вам предстоит:  Реализация пользовательского интерфейса (frontend) облачного сервиса с использованием HTML, CSS, JavaScript Работа с системами контроля версий и таск трекинга Оценка времени выполнения поставленных задач Взаимодействие с сервером Continous Integration Общение с командой тестирования продукта Покрытие тестами написанного кода Ведение документации в Confluence Взаимодействие с аналитиками и методологами.  Мы будем рады в Вас увидеть:  Уверенное знание JavaScript, Html, Css Опыт работы с одним или несколькими фреймворками (React, Angular, Vue и т.п) Готовность заниматься как интересными, так и скучными задачами; Желание и умение работать в команде (у нас Scrum) Понимать, что такое асинхронность и как с ней работать Желание и умение общаться с дизайнерами, тестировщиками, аналитиками. Любопытство и любовь к новым технологиям.  Желательно:  Знание Node.js Английский для чтения Опыт работы с системами контроля версий (git) Опыт написания приложений с использованием Webpack, Babel Опыт работы с React (Mobx) Опыт тестирования клиентского приложения Использование Less / Sass / PostCSS Использование npm / yarn.   ";;Уверенное знание JavaScript, Html, Css. Опыт работы с одним или несколькими фреймворками (React, Angular, Vue и т.п). ;Реализация пользовательского интерфейса (frontend) облачного сервиса с использованием HTML, CSS, JavaScript. Работа с системами контроля версий и таск трекинга. ;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
82;95;17192114;Web-разработчик;Омск;1;4;Ronas IT;0.13333333333333333;"Обязанности:  разработка веб-сайтов и приложений.  Требования:  опыт программирования на PHP, JavaScript; опыт использования хотя бы одного из фреймворков PHP, JS, TypeScript; опыт использования современных фреймворков; опыт работы с базами данных, владение SQL; знание английского языка на уровне чтения технической документации; желание развиваться.    Приветствуется:  опыт работы в команде; опыт программирования на Ruby/RoR; опыт использования Linux; опыт работы с системами контроля версий; опыт проектной работы; умение оценивать задачи и сроки их выполнения.  Условия:  дружеская атмосфера; интересные проекты для различных иностранных компаний; просторный офис в самом центре города, открытый 24/7; свободный рабочий график; возможность совмещать работу и учебу; полный социальный пакет; обучение английскому языку за счет компании; программа компенсации затрат на обеды; программа компенсации медицинских расходов; конкурентная заработная плата. ";"  дружеская атмосфера; интересные проекты для различных иностранных компаний; просторный офис в самом центре города, открытый 24/7; свободный рабочий график; возможность совмещать работу и учебу; полный социальный пакет; обучение английскому языку за счет компании; программа компенсации затрат на обеды; программа компенсации медицинских расходов; конкурентная заработная плата. ";Опыт программирования на PHP, JavaScript. Опыт использования хотя бы одного из фреймворков PHP, JS, TypeScript. Опыт использования современных фреймворков. ;Разработка веб-сайтов и приложений.;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
83;59;34091305;Веб-программист (стажер);Ростов-на-Дону;1;2;BondSoft;0.3333333333333333;"Меня зовут Андрей Бондарев, я руководитель IT-отдела компании BondSoft. Подбираю в команду 1 стажера: уже знакомого с веб-программированием (PHP/JS/HTML), и желающего развивать свои навыки.Если у вас уже есть база, желание - у нас вы очень быстро взлетите до полноценного специалиста под руководством опытных наставников. Стажировка - оплачиваемая. А в случае успешного окончания, я предложу вам трудоустройство в нашей компании. Мы работаем с самым широким стеком технологий, решаем задачи бизнеса в Интернет.Через год работы у нас - ваш кругозор будет на 50% выше, чем у большинства ваших коллег. Да, у нас не просто. По статистике, только каждый 4-й кандидат проходит тестовый день. А стажировку, - каждый 6-й.Однако, если мы подходим друг другу, - вас ждет очень быстрое развитие в кругу коллег-профессионалов. Что мы предлагаем?  Удобное рабочее место, мощный компьютер (1 или 2 монитора на выбор), свежемолотый кофе. Понятная карьерная лестница с первого дня работы (от стажера до старшего специалиста) Непрерывное расширение кругозора за счет нестандартных подходов, мозговых штурмов  Ожидаю от кандидата:  Базовых знаний PHP, JS/jQuery, SQL, HTML; Желание развиваться в области разработки;  Кандидатов на удаленную работу не рассматриваем, только работа в офисе.";;Базовых знаний PHP, JS/jQuery, SQL, HTML. Желание развиваться в области разработки.;Непрерывное расширение кругозора за счет нестандартных подходов, мозговых штурмов.;"PHP;SQL;HTML;CSS;jQuery";0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1
84;76;33092339;Web-разработчик;Самара;2;2;НПП КуйбышевТелеком-Метрология;0.0;"Российский производитель измерительного оборудования расхода газа и жидкостей приглашает в свою команду Web-разработчика Основные задачи:  Разработка/доработка публичных web-ресурсов предприятия на CMS Bitrix; Разработка и корректировка дизайна web-ресурсов (css, html); Периодическое добавление новостей, сертификатов, каталогов, корректировка форм обратной связи и пр. Разработка/доработка внутренних web-ресурсов предприятия – обслуживание несколько информационных видеопанелей на Android; Раскрутка web-ресурсов: SEO продвижение в поисковых системах, контекстное продвижение в системах Яндекс.Директ, Google.AdWord, размещение счетчиков посещений и сбор статистики.  Необходимые навыки, знания и опыт:  Высшее образование; Опыт работы не менее 3 лет в области разработки/доработки web-ресурсов; Знание php, MySQL, JavaScript; Опыт SEO продвижения сайтов.  Мы предлагаем:  Работу в крупной научно-производственной компании, сложные и интересные задачи, возможности профессионального развития, совместная работа с профессионалами со всей страны; Социальный пакет в соответствии с ТК РФ, дополнительные компенсации и льготы от предприятия; Уровень дохода обсудим на собеседовании, исходя из опыта претендента на вакансию; Доставка до производства транспортом предприятия. ";"  Работу в крупной научно-производственной компании, сложные и интересные задачи, возможности профессионального развития, совместная работа с профессионалами со всей страны; Социальный пакет в соответствии с ТК РФ, дополнительные компенсации и льготы от предприятия; Уровень дохода обсудим на собеседовании, исходя из опыта претендента на вакансию; Доставка до производства транспортом предприятия. ";Высшее образование. Опыт работы не менее 3 лет в области разработки/доработки web-ресурсов. Знание php, MySQL, JavaScript. ;Разработка/доработка публичных web-ресурсов предприятия на CMS Bitrix. Разработка и корректировка дизайна web-ресурсов (css, html). Периодическое добавление новостей...;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
85;99;33725007;Веб-программист (PHP+javascript);Самара;2;2;Открытый код;0.03333333333333333;"Компания Открытый код- это команда квалифицированных специалистов, профессионалов своего дела, ставящие перед собой амбициозные задачи и с блеском справляющиеся с реализацией запланированного. Если Вы инициативны, ориентированы на достижение лучших результатов, готовы искать наиболее эффективное решение любой поставленной задачи и при этом обладаете необходимыми для работы навыками и способностями, мы приглашаем Вас в нашу команду!     Что нужно делать:  доработка комплексной медицинской системы проектирование, разработка и доработка существующего ПО в области медицины.  От Вас: php + javascript +SQL Большой плюс:  опыт или теоретические знания по индексации баз данных, построение индексов, оптимизация запросов. Супер Плюс:  РЕАЛЬНЫЙ опыт администрирования серверов баз данных на SQL SERVER (репликация, бэкапирование, логирование, профилирование, оптимизация и т.д. и т.п.); РЕАЛЬНЫЙ опыт построения кластеров из нескольких серверов БД SQL SERVER. Что мы предлагаем:  возможность получения опыта в полном цикле работ по созданию Enterprise-решений от сбора требований заказчика, проектирования архитектуры системы до ввода в эксплуатацию и внедрения конечного продукта; современный стек технологий; удобные рабочие места в современном офисе в центре города с видом на Волгу (офисный центр Галактика, ул. Ярмарочная), место и время для отдыха в течение дня; 5-дневная рабочая неделя. Возможен гибкий график работы (в разумных пределах); оформление трудовых отношений по Трудовому кодексу РФ, полный социальный пакет ( корпоративный спорт, культурные мероприятия, занятия английским языком в офисе компании) ; уровень дохода обсуждается в зависимости от компетенции соискателя; интересные, сложные задачи, высокая степень самостоятельности; перспектива карьерного и профессионального роста; работа в дружной команде профессионалов.   ";;От Вас: Php + javascript +SQL. Большой плюс: Опыт или теоретические знания по индексации баз данных, построение индексов, оптимизация запросов. ;Доработка комплексной медицинской системы. Проектирование, разработка и доработка существующего ПО в области медицины. Возможность получения опыта в полном цикле работ...;"PHP;JavaScript;SQL;MS SQL;ООП";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1
