;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;JavaScript;CSS;HTML;HTML5;Git;CSS3;jQuery;AngularJS;React;Node.js;Другие навыки
18;0;32697772;Инженер-программист ( front-end developer ) junior/middle;Москва;4;4;Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации;0.0;Лаборатория интеллектуального анализа и визуализации больших данных РАНХиГС приглашает на работу фронтэнд-программиста. Вакансия - Инженер-программист ( front-end developer ), уровень квалификации junior/middle Задачи:   Разработка интерактивного многопользовательского web-портала (нового информационно-аналитического программного продукта в области экономики и статистики).   Обязанности:   Разрабатывать пользовательскую интерфейсную часть web-портала хранения, обработки и графического представления социально-экономических данных.   Заниматься программированием, писать код.   Визуализировать имеющиеся наборы данных с применением различных технологий, программных инструментов и доступных библиотек.   Взаимодействовать с дизайнерами, программистами и UX-аналитиками в целях создания удобного и востребованного продукта.   Стек технологий: JavaScript, Bootstrap4, Python, Flask, Jinja2, PostgreSQL.   Требования:   Релевантный опыт front-end разработки от 1-ого года.   Опыт веб-ориентированной графической визуализации данных (графики, таблицы, диаграммы, карты-схемы).   Знание веб-технологий: HTML5, CSS3, JavaScript, Bootstrap4.   |Понимание основ кросс-браузерной и кросс-платформенной разработки, основ адаптивной верстки.   Приветствуется:   Навыки использования JavaScript фреймворков и библиотек (jQuery, Angular.JS, React.JS и пр.)   Опыт работы с системами и библиотеками интерактивной визуализации данных ( D3, amCharts, Vega, Gephi, Tableau, R Shiny), SVG-объектами.   Опыт использования средств коллективной разработки и управления (JIRA, Confluence, Git).   Опыт работы с аналитическими BI системами (Power BI, SpagoBI, JasperSoft BI).   Условия:   100-140 тыс. рублей до вычета НДФЛ, возможно увеличение по результатам собеседования.   Комфортный офис в 5 минутах ходьбы от метро Юго-Западная.   Устройство по ТК РФ.   Полная занятость.   Молодой и дружный коллектив профессионалов.   Внутреннее обучение (конференции, семинары, учебные курсы, литература) и карьерный рост.  ;   100-140 тыс. рублей до вычета НДФЛ, возможно увеличение по результатам собеседования.   Комфортный офис в 5 минутах ходьбы от метро Юго-Западная.   Устройство по ТК РФ.   Полная занятость.   Молодой и дружный коллектив профессионалов.   Внутреннее обучение (конференции, семинары, учебные курсы, литература) и карьерный рост.  ;Релевантный опыт front-end разработки от 1-ого года. Опыт веб-ориентированной графической визуализации данных (графики, таблицы, диаграммы, карты-схемы). ;Визуализировать имеющиеся наборы данных с применением различных технологий, программных инструментов и доступных библиотек. Взаимодействовать с дизайнерами, программистами и UX-аналитиками...;"JavaScript;jQuery;Git;HTML5;CSS3;Flask";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1
19;62;34150198;Фронтенд разработчик (React);Новосибирск;2;4;Family Train Inc;0.06666666666666667;ULIVE – международная платформа интерактивного ТВ, где креативные авторы ведут трансляции и публикуют контент, а зрители платят им за просмотры. Это крутой сервис с точки зрения масштаба, высоконагруженности и современных подходов к развитию продукта. Сервис активно растет, впереди запуск новых тематических приложений на базе платформы, а также международная экспансия. У нас появляется много сложных и интересных задач, поэтому мы расширяем свою команду. Мы ищем опытного и готового развиваться фронтенд разработчика, который хочет участвовать в создании продукта международного уровня. Обязанности Разработка SPA приложения на React, а так же работа над внутренними продуктами компании. Требования  Хорошее знание JavaScript и React Умение адаптивно верстать на HTML5 и CSS3, pixel-perfect Способность в тандеме с дизайнером создавать качественный и современный UI/UX Портфолио реализованных проектов Мы – твой единственный проект  Рабочий процесс Никаких ТЗ в Excel, макетов в Photoshop и самописных CRM. Чтобы вам было комфортно работать, мы используем только лучшие инструменты на рынке. Обсуждение идей и подготовка ТЗ, затем UI/UX дизайнеры готовят макеты По макетам и ТЗ backend разработчики готовят и документируют API После этого задача поступает фронтенд разработчикам, которым необходимо реализовать задуманный функционал и передать в отдел тестирования. Разработка ведётся по SCRUM в рамках agile-методологии. Для управления задачами и трекинга времени мы используем сервис Мы не проводим Skype звонки, митинги и митапы, вместо этого мы используем наиболее современные сервисы для совместной работы и тратим время на проработку идей, ТЗ и аналитику. Бонусы  Удаленная работа Сильная команда Гибкий график Премии за качество и выполнение KPI Первый месяц платим еженедельно Большой международный проект Возможность возглавить собственный отдел Долгосрочное сотрудничество.  Дополнительные инструкции Если вы работали над схожими задачами или просто делали интересные проекты – укажите их в отклике с указанием вашей роли. Мы понимаем, что смена работы это всегда стресс, поэтому в первый месяц можем предложить частичную занятость и совмещение с вашей основной работой.;;Хорошее знание JavaScript и React. Умение адаптивно верстать на HTML5 и CSS3, pixel-perfect. Способность в тандеме с...;...По макетам и ТЗ backend разработчики готовят и документируют API После этого задача поступает фронтенд разработчикам, которым необходимо реализовать задуманный...;"JavaScript;React;Кроссбраузерная верстка;CSS;HTML";0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1
20;29;34047868;Frontend/backend - разработчик;Самара;3;4;Интернет-агентство Орех;0.06666666666666667;Обязанности: Разработка и техническая поддержка сайтов. Требования: Фронт:js + jquery / желательно vuecss3, flexbox / bootstrap3, bootstrap4svgБэк:php, навыки администрирования (работа с доменами, хостингом и т.д.)1c-bitrix (на уровне продвинутый кодер, навыки разработки проектов с нуля, доработки модулей и шаблонов)modx revo, modx evo (средний уровень, достаточный для техподдержки и доработок)wordpress (на уровне продвинутый кодер, навыки разработки проектов с нуля)drupal 7+ (средний уровень, достаточный для техподдержки и доработок)Дизайн:простейшие навыки в фш (ресайз фото, пакетное сжатие и т.д.) Условия: 600 рублей час полная / частичная загруженность удаленно; 600 рублей час полная / частичная загруженность удаленно;Js + jquery / желательно vue. Css3, flexbox / bootstrap3, bootstrap4. Php, навыки администрирования (работа с доменами, хостингом и...;Разработка и техническая поддержка сайтов. Фронт: Бэк: Drupal 7+ (средний уровень, достаточный для техподдержки и доработок). Дизайн:;"jQuery;JavaScript;CSS3;PHP5;MySQL";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1
21;53;33740608;Frontend-разработчик / Middle developer;Новосибирск;3;4;Bazon;0.03333333333333333;"Ты хороший программист и хочешь работать в активно растущей компании? Хочешь быть не просто рядовым сотрудником, выполняющим скучные технические задачки, а полноценным активным членом команды, со своими идеями, которые будут услышаны, и со своим мнением, которое будут уважать? Тогда давай знакомиться! Мы Bazon – развивающаяся быстрыми темпами, специализированная учетная система для продавцов б/у автозапчастей, и мы ищем именно тебя! Мы не зацикливаемся на старых технологиях, постоянно совершенствуемся и используем новые, современные способы для решения поставленных задач. Наши клиенты – это компании, продающие контрактные и б/у автозапчасти. Сейчас мы обслуживаем более 400 компаний от Москвы до Владивостока, и являемся лидером в своей сфере. Тебя ждут интересные задачи, огромное поле для идей и новшеств, дружный коллектив, который не только поддержит, но и направит, если вдруг сбился с курса, а ещё просторный офис с видом на реку, и другие плюшки, которые мы обсудим с тобой при личной встрече!   Что мы уже делаем: Развиваем и сопровождаем крупный нагруженный проект с бизнес-логикой на PHP, MySQL и NodeJS, развитым фронтендом на JS, внешними API (сервисы и мобильные приложения). Мы активно используем CI/CD, Docker. И все это работает в Kubernetes.   Что ты точно будешь делать:  Создавать интерфейсы по эскизам UI дизайнера; Работать бок о бок c дизайнерами и бекенд-разработчиками; Рефакторинг существующих проектов; Разработка новых компонентов для существующих проектов; Участие в разработке новых проектов с нуля.    Чего тебе делать не придется:  Скучать и раскладывать Косынку от нечего делать :) Сидеть на долгих и нудных совещаниях – все решения мы принимаем быстро.    Требования:  Уверенное знание JS; Опыт работы с любым из фреймворков (Vue.JS, AngularJS, React.JS); Умение разбираться в чужом коде; Понимание взаимодействия между client и server, передачи и хранения данных, RESTFul; Отличное знание HTML5, CSS (опыт работы с любым препроцессором); Опыт кроссбраузерной адаптивной верстки; Личные качества: быстрая обучаемость и самостоятельность; Будет плюсом опыт написания тестов.    Уровень заработной платы по результатам собеседования.";;Уверенное знание JS. Опыт работы с любым из фреймворков (Vue.JS, AngularJS, React.JS). Умение разбираться в чужом коде. Понимание взаимодействия между...;Работать бок о бок c дизайнерами и бекенд-разработчиками. Рефакторинг существующих проектов. Разработка новых компонентов для существующих проектов. ;"JavaScript;Ajax;HTML;CSS3";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1
22;46;33293655;Frontend-разработчик (Vue.js);Новосибирск;2;4;Сеть городских порталов Hearst Shkulev Digital;0.0;"Сеть городских порталов Hearst Shkulev Digital - крупнейшее региональное СМИ в России, 43 новостных интернет-портала (NGS.RU, NN.RU, E1.RU, 74.RU и другие). Мы разрабатываем современную новостную платформу, которая позволяет 15 редакциям создавать и молниеносно доставлять свежие новости пользователям всей федеральной сети, а еще поддерживаем и развиваем около 20 веб- и мобильных продуктов-спутников. Приглашаем присоединиться к нашей команде Frontend разработчика, технологический стек Vue.js с SSR на Node.js (Koa.js.) Вакансия открыта в команде, которая работает с UGC (генерируемый пользователем контент - комментарии, лайки), такими новостными блоками, как читайте также, и определяет порядок вывода новостей. Помимо задач на бизнес-логику мы оптимизируем скорость загрузки страниц и блоков. Результат нашей работы ежедневно видит полуторамиллионная аудитория пользователей по всей России. Для работы понадобится:  опыт разработки на компонентном JS фреймворке, в идеале - vue.js; интерес к серверному JS; знакомство с препроцессором, например, LESS, Sass/SCSS, PostCSS; умение собирать приложения с помощью Webpack/Browserify/Parcel; знакомство с linux и git;  Об условиях.  Мы трудоустраиваем официально с первого дня и работаем в комфортном офисе в центре Новосибирска с видом на Театр оперы и балета. У нас действительно гибкий график - каждый сам планирует начало рабочего дня Любим всей командой сгонять на покатушки в Шерегеш и считаем, что lego - лучшая инвестиция. Учим английский в офисе. Утром собираемся в уютной кофейне за завтраком и кофе, а летом угощаемся фруктами на веранде. А ещё у нас корпоративные абонементы в фитнес-клубы. Уровень заработной платы готовы обсуждать индивидуально. ";;Для работы понадобится: Опыт разработки на компонентном JS фреймворке, в идеале - vue.js. Интерес к серверному JS. Умение собирать приложения с...;;"JavaScript;Vue.js;Linux;Git";0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1
23;46;33832324;Backend developer на Node.Js;Екатеринбург;4;3;Мой Класс;0.03333333333333333;"Запустили и продолжаем разрабатывать собственную CRM с виджетами и приложением Вконтакте Мой Класс. Ищем разработчика Node.js на полный рабочий день, удаленно. Интересные и разноплановые задачи гарантируем. Примеры заданий:  интеграция с другими сервисами и CRM, создание новых блоков в CRM (финансы, отчеты и пр.) и доработка текущих.  Требования:  знание стека:- nodeJS,- postgreSQL,- желательно: expressJS, sequelizeJS, swig, koa.js. готовность разбираться в чужом коде и выполнять работу в срок. Оперативное исправление кода при необходимости; понимание конечной задачи и действие исходя из нее. Даем свободу действий, при этом возможна помощь; конструктив и здравый смысл; вашим предложениям и умным мыслям по коду, способам реализации задач, функционалу CRM мы всегда рады.  Обязанности:  выполнение поставленных задач в согласованный срок.  Условия:  удаленная работа на полный рабочий день.  Размер ЗП 90 000 - 110 000 р/мес. в зависимости от квалификации.";  удаленная работа на полный рабочий день.  Размер ЗП 90 000 - 110 000 р/мес. в зависимости от квалификации.;Знание стека: - nodeJS. - postgreSQL. - желательно: expressJS, sequelizeJS, swig, koa.js. Готовность разбираться в чужом коде и выполнять работу в срок. ;Интеграция с другими сервисами и CRM. Создание новых блоков в CRM (финансы, отчеты и пр.) и доработка текущих. ;"Node.js;PostgreSQL;SequelizeJS;Swig;expressJS";0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
24;7;33222051;Frontend-разработчик;Тюмень;1;3;CDS Company;0.0;"CDS Company - студия веб-разработок.Мы специализируемся на разработке крупных проектов, регионального и федерального уровня.Мы разрабатываем высоконагруженные интернет-магазины, CRM-системы для различных предприятий, профессиональные корпоративные порталы, модернизируем порталы СМИ и много других сложных, нетривиальных проектов. В разработке мы используем передовые технологии и крутые решения технического характера. В разработке используем нашу внутреннюю CRM систему для оптимизации внутренних бизнес-процессов. На сегодняшний день разработано и запущено свыше 50 проектов и находится более 100 сайтов на технической поддержке. На текущий момент набираем команду программистов для развития своих кодерских навыков и для разработки крутых проектов в связи с расширением штата и увеличением объема работ. Есть team-lead, наставник, который справится с любой задачей и любым вопросом. Обязанности: - Верстка проектов с нуля по дизайн-макетам PSD;- Доработки верстки существующих проектов;- Адаптация макетов под мобильные устройства;- Написание JS-скриптов на базе jQuery;- Оптимизация работы HTML/CSS/JS для ускорения работы сайтов; Требования: - Базовые знания web-разработки;- Знание JavaScript, JQuery;- Знание HTML5;- Знание CSS3.0;- Знание SASS;- Сборка на базе Node.js c таск-менеджером Gulp;- Знание Pug/Jade;- Базовые знания JavaScript, jQuery;- Пунктуальность;- Ответственность;- Не бояться учиться чему-то новому; Условия: - Работа в офисе в будни, график вы устанавливаете себе сами;- Перерыв на обед - 1 час в любое время;- Предоставляем рабочее место с хорошим компьютером (2 монитора, производительный компьютер);- За Вами будет закреплен руководитель, который будет помогать решать технические вопросы и руководить процессом разработки;- Обучение и повышение квалификации;- Официальное трудоустройство минимум после 2 месяцев испытательного срока;- Чай и печеньки за наш счет;- Корпоративчики и пятничные посиделки;- Офис в центре города;- Корпоративное жилье для иногородних;- Соц.пакет: выплата больничных, выплата отпускных, выплата квартальных премий, мед. страховка; На текущем этапе развития компании гарантируем карьерный рост до руководителя отдела разработки и выше.";" - Работа в офисе в будни, график вы устанавливаете себе сами;- Перерыв на обед - 1 час в любое время;- Предоставляем рабочее место с хорошим компьютером (2 монитора, производительный компьютер);- За Вами будет закреплен руководитель, который будет помогать решать технические вопросы и руководить процессом разработки;- Обучение и повышение квалификации;- Официальное трудоустройство минимум после 2 месяцев испытательного срока;- Чай и печеньки за наш счет;- Корпоративчики и пятничные посиделки;- Офис в центре города;- Корпоративное жилье для иногородних;- Соц.пакет: выплата больничных, выплата отпускных, выплата квартальных премий, мед. страховка; На текущем этапе развития компании гарантируем карьерный рост до руководителя отдела разработки и выше.";Базовые знания web-разработки. - Знание JavaScript, JQuery. - Знание HTML5. - Знание CSS3.0. - Знание SASS. - Знание Pug/Jade. - ;Верстка проектов с нуля по дизайн-макетам PSD. - Доработки верстки существующих проектов. - Адаптация макетов под мобильные устройства. - Написание JS-скриптов...;"PHP;jQuery;CSS3;1С-Битрикс;CSS;ООП;MySQL;CMS Wordpress;HTML;HTML5;JavaScript;Ajax";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1
25;53;34239265;Frontend - программист;Санкт-Петербург;2;3;VisitWeb;0.06666666666666667;Вакансия Frontend - программиста в компанию, разрабатывающую несколько интересных проектов. Формируем профессиональную команду, силами которой планируется развивать различные актуальные проекты на самом современном уровне технологий. Требуемый опыт работы: 1–3 года Полная занятость, гибкий график Обязанности:  Разработка Frontend-а для наших будущих проектов.  Поддержка/доработка Frontend-а текущих проектов.   Требования:   Уверенные знания JavaScript, html и css.   Опыт разработки пользовательских интерфейсов.   Опыт работы в команде.   Преимуществом будет:   Знание Vue, Vue-Router, Vuex.   Знание Bootstrap, ES6.   Знание git.   Опыт работы с webSocket.   Опыт использования Webpack   Опыт работы с Unix / Linux.   Опыт разработки SPA.   Понимание как работают Веб-сервер / браузер / SPA.   Мы используем:   Vue + Vuex + Vue-router, Axios, Socket-IO.   php7 / Laravel.   GoLang.   Debian / Nginx.   Условия:   Достойное вознаграждение, обсуждается по результатам собеседования   График 5/2   Современный офис, комфортное рабочее место   Команда профессионалов, интересные и масштабные задачи   Корпоративные мероприятия (яхтинг, кёрлинг, пикники и пр.)  ;   Достойное вознаграждение, обсуждается по результатам собеседования   График 5/2   Современный офис, комфортное рабочее место   Команда профессионалов, интересные и масштабные задачи   Корпоративные мероприятия (яхтинг, кёрлинг, пикники и пр.)  ;Уверенные знания JavaScript, html и css. Опыт разработки пользовательских интерфейсов. Опыт работы в команде. Знание Vue, Vue-Router, Vuex. ;Разработка Frontend-а для наших будущих проектов. Поддержка/доработка Frontend-а текущих проектов.;"Git;JavaScript;Bootstrap;Linux;CSS";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1
26;92;34191751;Javascript Developer;Омск;2;3;БитСофт;0.13333333333333333;"  Компания BeetSoft более 7-ми лет на международном рынке web-разработки. Основные ценности - это наша команда, клиенты и качество наших проектов. В связи с расширением штата, компания BeetSoft в поисках JS-разработчиков. Что требуется от вас:  уверенные знания Node.js; умение работать с системами контроля версий (Git); выполнение поставленных задач и последующее их тестирование; планирование и соблюдение сроков; изучение новых технологий, необходимых для работы на проектах.  Дополнительным плюсом будет:  опыт работы с современными JavaScript фреймворками (Angular, React, Vue.js, etc); навыки написания unit тестов; опыт работы с Docker; владение английским языком на уровне чтения и понимания требований к задаче.    Что предлагаем мы:  просторный офис компании в центре города (высокая транспортная доступность); учет ваших пожеланий к оборудованию рабочего места; удобный график (40-часовая рабочая неделя, рабочий день начинается до 12.00); официальное трудоустройство; оплачиваемый больничный, отпуск, компенсация неиспользованных дней отпуска; отсутствие лишней бюрократии; интересные задачи различной сложности; различные приятные бонусы от компании.   ";;Уверенные знания Node.js. Умение работать с системами контроля версий (Git). Опыт работы с современными JavaScript фреймворками (Angular, React, Vue.js, etc). ;Выполнение поставленных задач и последующее их тестирование. Планирование и соблюдение сроков. Изучение новых технологий, необходимых для работы на проектах.;"JavaScript;Node.js;AngularJS";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0
27;71;30906701;Front-End Разработчик;Ростов-на-Дону;1;3;Офисный Мир КМ;0.36666666666666664;"Необходимые умения и навыки: Generic  БЭМ и какие проблемы он решает (в БЭМ не нужно знание как именно работают фреймворки от Яндекс, просто для чего БЭМ нужен); Не бояться немного погружаться в серверную шаблонизацию Знание и понимание CanIUse; Выстраивание отношений с backend разработчиками;  JS  Знание ООП; Знание основ ES6, замыкания; Знание что такое Bind и когда он теряется, как избежать; DOM модель, события в браузере; Babel, для чего он нужен, уметь настраивать Webpack для сборки проекта (знать принципы сборки, систему импортов, уметь анализировать размер бандла); Gulp - основы (бывает нужен) Знание React;    CSS  Знание CSS - каскад и его проблемы, препроцессоры, в частности SCSS, так же есть проекты с Less; Верстка на флоатах и инлайн блоках (поддержка IE9);    Требования:  опыт работы в аналогичной должности от года! Высшее образование; Обеспечение профессионального подхода к процессам внедрения и разработки; Опыт применения большинства из представленного выше стека технологий.  Условия:   Заработная плата обсуждается индивидуально с успешным кандидатом; Работа в головном офисе компании по адресу пр. Театральный; Нормированный рабочий день с 9:00 до 17:30; Оплачиваемый отпуск, оплачиваемый больничный; Оформление по ТК РФ; Корпоративное обучение английскому языку; Премии по итогам работы.   ";"   Заработная плата обсуждается индивидуально с успешным кандидатом; Работа в головном офисе компании по адресу пр. Театральный; Нормированный рабочий день с 9:00 до 17:30; Оплачиваемый отпуск, оплачиваемый больничный; Оформление по ТК РФ; Корпоративное обучение английскому языку; Премии по итогам работы.   ";Необходимые умения и навыки: Generic. БЭМ и какие проблемы он решает (в БЭМ не нужно знание как именно работают фреймворки...;Выстраивание отношений с backend разработчиками. Верстка на флоатах и инлайн блоках (поддержка IE9).;"JavaScript;CSS;HTML;HTML5;Git";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
28;99;34203746;Middle Frontend Developer;Челябинск;2;3;Infinnity Solutions;0.1;"Ищем неравнодушного frontend-разработчика для долговременного сотрудничества. Команда frontend-разработки уже укомплектована несколькими специалистами и с удовольствием примет в свои ряды нового участника для работы над интересными активными проектами.Обязанности:Разработка клиентской части новых продуктов компании, а так же поддержка существующих (преимущественно на Angular)Требования:  Хорошее знание JavaScript, Html5, css3 Опыт в разработке одностраничных приложений (идеально, если использовался Angular) Умение разбираться в чужом коде Понимание принципов проектирования архитектуры (паттерны проектирования, принципы SOLID)  Желательно:Опыт работы с typescript или другими типизироваными языками программированияЧто предстоит делать:  Разработка на Angular, SCSS Участие на SCRUM-мероприятиях: планирования, стендапы, ретроспективы.  Условия:  Просторный офис на с/з, современное оборудование. В офисе есть все необходимое для продуктивной работы (удобные рабочие места,конференц-зал и переговорная комната) и отдыха (столовая с доступом к кофе, чаю и сливкам, душевая, зона отдыха с массажным креслом и пр.); Официальное трудоустройство, график работы и условия труда в соответствии с ТК РФ Уровень заработной платы – до 100 000 рублей, по итогам собеседования; Регулярный пересмотр заработной платы и стабильная выплата заработной платы; Возможность профессионального и карьерного роста; Дополнительное обучение, тренинги, конференции, курсы за счет компании; Корпоративные программы спорта; Дружный, весёлый и профессиональный коллектив; Частые оплачиваемые корпоративы. ";"  Просторный офис на с/з, современное оборудование. В офисе есть все необходимое для продуктивной работы (удобные рабочие места,конференц-зал и переговорная комната) и отдыха (столовая с доступом к кофе, чаю и сливкам, душевая, зона отдыха с массажным креслом и пр.); Официальное трудоустройство, график работы и условия труда в соответствии с ТК РФ Уровень заработной платы – до 100 000 рублей, по итогам собеседования; Регулярный пересмотр заработной платы и стабильная выплата заработной платы; Возможность профессионального и карьерного роста; Дополнительное обучение, тренинги, конференции, курсы за счет компании; Корпоративные программы спорта; Дружный, весёлый и профессиональный коллектив; Частые оплачиваемые корпоративы. ";Хорошее знание JavaScript, Html5, css3. Опыт в разработке одностраничных приложений (идеально, если использовался Angular). Умение разбираться в чужом...;Разработка клиентской части новых продуктов компании, а так же поддержка существующих (преимущественно на Angular). Разработка на Angular, SCSS. ;"Angular;JavaScript;HTML5;CSS3";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1
29;38;33572864;Frontend-разработчик;Казань;2;3;Flatstack;0.06666666666666667;"Flatstack - международная IT-компания, создающая программное обеспечение на Ruby on Rails, iOS и Android, с офисами в Казани, Новом Орлеане и Варшаве. Мы работаем над множеством заказов для клиентов США и Европы, и мы приглашаем всех желающих присоединится к нам! Что мы предлагаем:  Серьезно поставленный процесс разработки; Прозрачная отточенная система оценки и карьерного роста; Комфортный уютный офис в центре города; Современно оборудованное рабочее место; Курсы английского языка, по желанию; Дружный коллектив специалистов; Event-ы компании и вкусняшки на кухне; Проект благодарностей от коллег (Rewards Flatstack) за отличную работу; Приятная надбавка за стаж работы в компании; Наличие диплома и военного билета для нас не принципиально.  Дополнительно:  Финансируем покупку личного макбука, если есть желание носить его на работу; Помогаем с релокацией, если хочется переехать в Казань: найти и взять в аренду жильё, поможем с оплатой первых месяцев.    Чем мы занимаемся во Front-end отделе:  Работа над действующими и новыми Javascript/Rails-проектами; Написание бизнес логики; Верстка сайтов по исходным PSD/Sketch-макетам; Создаем интерфейсы и верстаем их под мобильные устройства.    Мы расширяем штат сотрудников в разных проектах и приглашаем профессионалов владеющих:  AngularJS/Angular7 (используемые технологии в проектах CoffeeScript, TypeScript, Sprockets, Cloud66); Vue/React; HTML/CSS/JS.  Что мы ожидаем от будущих коллег:  Опыт работы с одним из фреймворков: Vue / React / AngularJS / Angular7; Опыт работы с ES6/ES7; Шаблонизаторы (Slim); CSS процессоры (SASS, SCSS, LESS, PostCSS); Canvas/ SVG.  Отличным дополнением будет, если есть:   Понимание структуры Rails приложений; Знание особенности кроссбраузерной верстки, адаптивной верстки и верстки под мобильные устройства; Понимание модели MVC/MV* Знание английского на уровне, достаточном для чтения технической документации.    Если вас заинтересовало наше предложение:  продемонстрируйте нам свои профессиональные навыки, выполнив тестовое задание.   Еще больше информации о наших проектах: 1) Амбициозные стартапы: TrailSee, HealthTab, Niko Niko, Bar Notes; 2) Компании, которые сосредоточены на активном развитии продукта: Roadtrippers, GoGreenRide, DatAvail, Cinetis; 3) Компании с большой базой пользователей и высоконагруженными сервисами: ACL, Williams-Sonoma, Amtrak, KLM/Air France.";;AngularJS/Angular7 (используемые технологии в проектах CoffeeScript, TypeScript, Sprockets, Cloud66). Vue/React. HTML/CSS/JS. Опыт работы с...;Работа над действующими и новыми Javascript/Rails-проектами. Написание бизнес логики. Верстка сайтов по исходным PSD/Sketch-макетам. ;"AngularJS;Angular7;React;HTML5;CSS3;JavaScript;MVC;MV;ES6;ES7;CoffeeScript;TypeScript;Slim;Sass;SCSS;Less;PostCSS;CSS;Canvas;SVG;Rails;Sprockets;Cloud66";0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;1;0;1
